 0,0000;       0
 0,0201;       0
 0,0401;       0
 0,0602;       0
 0,0802;       0
 0,1003;       0
 0,1203;       0
 0,1403;       0
 0,1604;       0
 0,1804;       0
 0,2005;       0
 0,2205;       0
 0,2405;       0
 0,2606;       1
 0,2806;       0
 0,3007;       4
 0,3207;      71
 0,3407;     735
 0,3608;    3556
 0,3808;    7722
 0,4009;    7839
 0,4209;    3472
 0,4410;     746
 0,4610;      80
 0,4810;       8
 0,5011;       1
 0,5211;       6
 0,5412;       0
 0,5612;       0
 0,5812;     149
 0,6013;     167
 0,6213;     139
 0,6414;     158
 0,6614;     156
 0,6815;     145
 0,7015;     142
 0,7215;     102
 0,7416;     123
 0,7616;     130
 0,7817;     114
 0,8017;     128
 0,8217;     137
 0,8418;     151
 0,8618;     133
 0,8819;     149
 0,9019;     134
 0,9219;     151
 0,9420;     152
 0,9620;     160
 0,9821;     131
 1,0021;     118
 1,0222;     112
 1,0422;     138
 1,0622;     126
 1,0823;     146
 1,1023;     130
 1,1224;     120
 1,1424;     133
 1,1624;     150
 1,1825;     134
 1,2025;     172
 1,2226;     202
 1,2426;     190
 1,2627;     167
 1,2827;     142
 1,3027;     113
 1,3228;     103
 1,3428;     106
 1,3629;     107
 1,3829;     119
 1,4029;     116
 1,4230;     127
 1,4430;     115
 1,4631;     153
 1,4831;     172
 1,5032;     171
 1,5232;     145
 1,5432;     128
 1,5633;     153
 1,5833;     215
 1,6034;     269
 1,6234;     371
 1,6434;     495
 1,6635;     724
 1,6835;    1026
 1,7036;    1593
 1,7236;    2037
 1,7436;    2184
 1,7637;    1679
 1,7837;     989
 1,8038;     554
 1,8238;     364
 1,8439;     262
 1,8639;     219
 1,8839;     173
 1,9040;     195
 1,9240;     232
 1,9441;     268
 1,9641;     326
 1,9841;     357
 2,0042;     407
 2,0242;     692
 2,0443;    1497
 2,0643;    3357
 2,0844;    6052
 2,1044;    8830
 2,1244;   10585
 2,1445;   10417
 2,1645;    9693
 2,1846;    8979
 2,2046;    8186
 2,2246;    6334
 2,2447;    4444
 2,2647;    2382
 2,2848;    1092
 2,3048;     551
 2,3248;     376
 2,3449;     363
 2,3649;     445
 2,3850;     531
 2,4050;     586
 2,4251;     535
 2,4451;     434
 2,4651;     356
 2,4852;     246
 2,5052;     220
 2,5253;     196
 2,5453;     216
 2,5653;     288
 2,5854;     345
 2,6054;     557
 2,6255;     776
 2,6455;    1268
 2,6656;    1723
 2,6856;    2016
 2,7056;    2168
 2,7257;    1803
 2,7457;    1398
 2,7658;    1089
 2,7858;    1007
 2,8058;    1114
 2,8259;    1231
 2,8459;    1309
 2,8660;    1211
 2,8860;    1216
 2,9060;    1352
 2,9261;    1731
 2,9461;    1943
 2,9662;    1916
 2,9862;    1732
 3,0063;    1217
 3,0263;     840
 3,0463;     586
 3,0664;     399
 3,0864;     317
 3,1065;     343
 3,1265;     350
 3,1465;     422
 3,1666;     409
 3,1866;     433
 3,2067;     385
 3,2267;     413
 3,2468;     379
 3,2668;     375
 3,2868;     401
 3,3069;     361
 3,3269;     390
 3,3470;     361
 3,3670;     323
 3,3870;     289
 3,4071;     262
 3,4271;     250
 3,4472;     271
 3,4672;     291
 3,4873;     294
 3,5073;     315
 3,5273;     313
 3,5474;     332
 3,5674;     305
 3,5875;     378
 3,6075;     506
 3,6275;     684
 3,6476;    1032
 3,6676;    1255
 3,6877;    1465
 3,7077;    1382
 3,7277;    1091
 3,7478;     840
 3,7678;     583
 3,7879;     418
 3,8079;     319
 3,8280;     279
 3,8480;     296
 3,8680;     300
 3,8881;     263
 3,9081;     285
 3,9282;     281
 3,9482;     317
 3,9682;     309
 3,9883;     370
 4,0083;     381
 4,0284;     375
 4,0484;     345
 4,0685;     312
 4,0885;     259
 4,1085;     260
 4,1286;     227
 4,1486;     203
 4,1687;     214
 4,1887;     205
 4,2087;     229
 4,2288;     220
 4,2488;     205
 4,2689;     198
 4,2889;     223
 4,3089;     238
 4,3290;     225
 4,3490;     234
 4,3691;     305
 4,3891;     427
 4,4092;     596
 4,4292;     895
 4,4492;    1370
 4,4693;    1836
 4,4893;    2374
 4,5094;    2471
 4,5294;    2335
 4,5494;    1881
 4,5695;    1282
 4,5895;     895
 4,6096;     613
 4,6296;     375
 4,6497;     310
 4,6697;     274
 4,6897;     302
 4,7098;     283
 4,7298;     341
 4,7499;     323
 4,7699;     349
 4,7899;     373
 4,8100;     371
 4,8300;     412
 4,8501;     522
 4,8701;     515
 4,8901;     654
 4,9102;     695
 4,9302;     687
 4,9503;     675
 4,9703;     642
 4,9904;     521
 5,0104;     504
 5,0304;     449
 5,0505;     385
 5,0705;     377
 5,0906;     361
 5,1106;     405
 5,1306;     414
 5,1507;     418
 5,1707;     426
 5,1908;     417
 5,2108;     425
 5,2309;     453
 5,2509;     525
 5,2709;     515
 5,2910;     577
 5,3110;     645
 5,3311;     757
 5,3511;     827
 5,3711;     940
 5,3912;    1063
 5,4112;     993
 5,4313;     953
 5,4513;     901
 5,4714;     767
 5,4914;     612
 5,5114;     532
 5,5315;     492
 5,5515;     503
 5,5716;     475
 5,5916;     509
 5,6116;     512
 5,6317;     524
 5,6517;     502
 5,6718;     526
 5,6918;     565
 5,7118;     561
 5,7319;     557
 5,7519;     623
 5,7720;     648
 5,7920;     663
 5,8121;     712
 5,8321;     799
 5,8521;     828
 5,8722;     857
 5,8922;     892
 5,9123;    1011
 5,9323;     937
 5,9523;     909
 5,9724;     879
 5,9924;     810
 6,0125;     825
 6,0325;     757
 6,0526;     781
 6,0726;     735
 6,0926;     769
 6,1127;     865
 6,1327;     815
 6,1528;     884
 6,1728;    1015
 6,1928;    1118
 6,2129;    1196
 6,2329;    1398
 6,2530;    1552
 6,2730;    1780
 6,2930;    2017
 6,3131;    2577
 6,3331;    3076
 6,3532;    3763
 6,3732;    4317
 6,3933;    4575
 6,4133;    4527
 6,4333;    4030
 6,4534;    3272
 6,4734;    2557
 6,4935;    1745
 6,5135;    1232
 6,5335;     946
 6,5536;     746
 6,5736;     657
 6,5937;     594
 6,6137;     541
 6,6338;     547
 6,6538;     532
 6,6738;     556
 6,6939;     571
 6,7139;     552
 6,7340;     560
 6,7540;     588
 6,7740;     599
 6,7941;     559
 6,8141;     584
 6,8342;     622
 6,8542;     644
 6,8742;     689
 6,8943;     689
 6,9143;     697
 6,9344;     708
 6,9544;     792
 6,9745;     802
 6,9945;     934
 7,0145;     933
 7,0346;     993
 7,0546;     976
 7,0747;    1010
 7,0947;     984
 7,1147;     815
 7,1348;     728
 7,1548;     711
 7,1749;     692
 7,1949;     754
 7,2150;     712
 7,2350;     783
 7,2550;     846
 7,2751;     856
 7,2951;     899
 7,3152;     886
 7,3352;     840
 7,3552;     974
 7,3753;     995
 7,3953;     964
 7,4154;    1130
 7,4354;    1154
 7,4555;    1225
 7,4755;    1190
 7,4955;    1140
 7,5156;    1016
 7,5356;     967
 7,5557;     827
 7,5757;     739
 7,5957;     678
 7,6158;     667
 7,6358;     599
 7,6559;     615
 7,6759;     617
 7,6959;     628
 7,7160;     679
 7,7360;     706
 7,7561;     693
 7,7761;     674
 7,7962;     771
 7,8162;     727
 7,8362;     743
 7,8563;     735
 7,8763;     753
 7,8964;     789
 7,9164;     786
 7,9364;     799
 7,9565;     884
 7,9765;     921
 7,9966;     956
 8,0166;     993
 8,0367;     948
 8,0567;     911
 8,0767;     926
 8,0968;     883
 8,1168;     836
 8,1369;     828
 8,1569;     753
 8,1769;     743
 8,1970;     730
 8,2170;     764
 8,2371;     778
 8,2571;     808
 8,2771;     860
 8,2972;     848
 8,3172;     801
 8,3373;     820
 8,3573;     926
 8,3774;    1046
 8,3974;    1209
 8,4174;    1665
 8,4375;    1856
 8,4575;    2240
 8,4776;    2490
 8,4976;    2644
 8,5176;    2654
 8,5377;    2480
 8,5577;    2189
 8,5778;    1906
 8,5978;    1594
 8,6179;    1333
 8,6379;    1098
 8,6579;    1050
 8,6780;     967
 8,6980;     875
 8,7181;     808
 8,7381;     826
 8,7581;     845
 8,7782;     843
 8,7982;     799
 8,8183;     846
 8,8383;     797
 8,8583;     792
 8,8784;     797
 8,8984;     793
 8,9185;     778
 8,9385;     803
 8,9586;     816
 8,9786;     817
 8,9986;     789
 9,0187;     838
 9,0387;     803
 9,0588;     808
 9,0788;     804
 9,0988;     788
 9,1189;     824
 9,1389;     821
 9,1590;     841
 9,1790;     777
 9,1991;     811
 9,2191;     829
 9,2391;     783
 9,2592;     859
 9,2792;     808
 9,2993;     841
 9,3193;     897
 9,3393;     884
 9,3594;     827
 9,3794;     908
 9,3995;     945
 9,4195;     943
 9,4396;    1084
 9,4596;    1197
 9,4796;    1444
